iter	MultiClass
0	0.9583099099
1	0.8457357855
2	0.7557995478
3	0.6816424324
4	0.6183549637
5	0.5641265503
6	0.5192365916
7	0.4772031425
8	0.4402888481
9	0.4105614934
10	0.3829508599
11	0.3584901073
12	0.3376212539
13	0.3178602963
14	0.2989426923
15	0.2830058164
16	0.267609772
17	0.253983789
18	0.2415165135
19	0.2298157219
20	0.2190657237
21	0.2089006191
22	0.1998254075
23	0.1924760582
24	0.1855507423
25	0.17870317
26	0.1725490095
27	0.1658079872
28	0.1604640638
29	0.15535412
30	0.1506625005
31	0.1464283096
32	0.1426073366
33	0.1387339743
34	0.134482062
35	0.1313800275
36	0.1285933592
37	0.1253163795
38	0.122149956
39	0.1198985967
40	0.1169185436
41	0.1141939559
42	0.1123210843
43	0.1097941479
44	0.1078041276
45	0.1059261234
46	0.1041737039
47	0.1021556675
48	0.100419849
49	0.09908560518
50	0.09759588731
51	0.09625579398
52	0.09473806571
53	0.0934167933
54	0.09169148636
55	0.09053788672
56	0.08945866673
57	0.08787198141
58	0.08646408899
59	0.08539968645
60	0.08400247126
61	0.08289395594
62	0.08167732919
63	0.08069513435
64	0.07987916315
65	0.07882361439
66	0.07792264877
67	0.07713184885
68	0.076450438
69	0.07551496464
70	0.07450237795
71	0.07359486374
72	0.07277388833
73	0.07206120197
74	0.07161943673
75	0.07067299922
76	0.06986170248
77	0.0689409645
78	0.06833829993
79	0.06772024465
80	0.06724475498
81	0.0667492482
82	0.06573191346
83	0.06513937618
84	0.0646255979
85	0.06394100365
86	0.06310728653
87	0.06255764934
88	0.06212620224
89	0.06137417987
90	0.06088198363
91	0.06022742579
92	0.05970540899
93	0.05929432819
94	0.05859869515
95	0.05807977313
96	0.05764906737
97	0.0571913233
98	0.0567496751
99	0.05634446423
100	0.0558907632
101	0.05532425243
102	0.05477588598
103	0.05423967861
104	0.05377908398
105	0.0532389661
106	0.05287892364
107	0.05253641066
108	0.05189324662
109	0.05159916873
110	0.05105858416
111	0.05070892075
112	0.05028105439
113	0.0498243815
114	0.04948599324
115	0.04922987468
116	0.04877596007
117	0.04843645637
118	0.04802897465
119	0.04757067513
120	0.04727556958
121	0.04726061515
122	0.0470289694
123	0.04676494734
124	0.04642793471
125	0.04610803675
126	0.0457643985
127	0.04551986964
128	0.04520735752
129	0.0448350099
130	0.04437429831
131	0.04411335847
132	0.04393895397
133	0.04366632192
134	0.04340110005
135	0.04317319807
136	0.04290940676
137	0.04261939162
138	0.04218238387
139	0.04194306872
140	0.0416309614
141	0.04146374089
142	0.04123684461
143	0.04107159815
144	0.04086916857
145	0.04076176777
146	0.04052144268
147	0.04026705885
148	0.04006255093
149	0.03980726133
150	0.03963151273
151	0.03940404558
152	0.03923498506
153	0.0389844407
154	0.03889567025
155	0.03864262339
156	0.03846929102
157	0.03821303284
158	0.03800326231
159	0.03792751053
160	0.03774553066
161	0.03760019198
162	0.03734900148
163	0.03716856353
164	0.03701605153
165	0.03681135135
166	0.03668062735
167	0.03656583891
168	0.03641277706
169	0.03623875029
170	0.03602376612
171	0.0358358581
172	0.03565643247
173	0.03548841972
174	0.03530098043
175	0.03509512546
176	0.03488636545
177	0.03469393382
178	0.03440385359
179	0.03419706512
180	0.03402505164
181	0.0338170059
182	0.03365905869
183	0.03342665752
184	0.0332929391
185	0.03305814497
186	0.03286434551
187	0.03265902149
188	0.03255942355
189	0.03240205536
190	0.03232555686
191	0.03222946422
192	0.03201207881
193	0.03186853401
194	0.03170169095
195	0.03158821995
196	0.03139985999
197	0.03130420954
198	0.03108120611
199	0.03093362679
200	0.03088591512
201	0.03083368924
202	0.03073349002
203	0.03062019325
204	0.03056619147
205	0.03041786241
206	0.03024412985
207	0.03018320388
208	0.03007889096
209	0.02994517467
210	0.02968580099
211	0.02956213781
212	0.0294009333
213	0.02928956065
214	0.02920297482
215	0.02909803691
216	0.02902148339
217	0.02886040572
218	0.02871509807
219	0.028600744
220	0.02850806239
221	0.02841719003
222	0.028326471
223	0.02824460899
224	0.02806738266
225	0.02796451786
226	0.02787451418
227	0.02777475907
228	0.02767683958
229	0.02745253698
230	0.0273246739
231	0.02725881479
232	0.02711162764
233	0.02694457862
234	0.0268921409
235	0.02679385933
236	0.02670026069
237	0.02660717767
238	0.02647988563
239	0.02634002637
240	0.02618338124
241	0.02608193857
242	0.02600437666
243	0.02588242645
244	0.02574835034
245	0.02562956203
246	0.02549359743
247	0.02541122462
248	0.02533475268
249	0.02523526781
250	0.02518806884
251	0.0250533541
252	0.02489553751
253	0.02477392258
254	0.02467352935
255	0.02456286946
256	0.02446161403
257	0.02442931623
258	0.02429017209
259	0.02421503523
260	0.02413201298
261	0.02407680348
262	0.02399273903
263	0.02392359761
264	0.0238340326
265	0.02377628831
266	0.02367386343
267	0.02360010844
268	0.02350804325
269	0.02340404435
270	0.0232936736
271	0.02326219641
272	0.0231470546
273	0.02307995089
274	0.02298019013
275	0.02289464021
276	0.02279116252
277	0.02270672854
278	0.02263658195
279	0.02251287224
280	0.02245592215
281	0.02239536856
282	0.02229076462
283	0.02222499106
284	0.02216327536
285	0.02210437484
286	0.02201269025
287	0.02194495869
288	0.02186744286
289	0.02175092444
290	0.02168721984
291	0.02159918758
292	0.0215115104
293	0.02134757902
294	0.02127805973
295	0.021201344
296	0.02117407425
297	0.02109265163
298	0.02099249678
299	0.02093748536
